D_id,fold_id
MESH:C564315,1
MESH:C564433,1
MESH:C564479,1
MESH:C564484,1
MESH:C564543,1
MESH:C564563,1
MESH:C564650,1
MESH:C564694,1
MESH:C564722,1
MESH:C564753,1
MESH:C564755,1
MESH:C564833,1
MESH:C564878,1
MESH:C565054,1
MESH:C565078,1
MESH:C565101,1
MESH:C565129,1
MESH:C565335,1
MESH:C565342,1
MESH:C565346,1
MESH:C565365,1
MESH:C565403,1
MESH:C565512,1
MESH:C565539,1
MESH:C565631,1
MESH:C565655,1
MESH:C565726,1
MESH:C565753,1
MESH:C565798,1
MESH:C565833,1
MESH:C565836,1
MESH:C565850,1
MESH:C565972,1
MESH:C565973,1
MESH:C566007,1
MESH:C566021,1
MESH:C566056,1
MESH:C566092,1
MESH:C566111,1
MESH:C566112,1
MESH:C566153,1
MESH:C566260,1
MESH:C566299,1
MESH:C566331,1
MESH:C566393,1
MESH:C566394,1
MESH:C566505,1
MESH:C566615,1
MESH:C566636,1
MESH:C566702,1
MESH:C566766,1
MESH:C566775,1
MESH:C566823,1
MESH:C566826,1
MESH:C566827,1
MESH:C566837,1
MESH:C566844,1
MESH:C567043,1
MESH:C567064,1
MESH:C567189,1
MESH:C567192,1
MESH:C567353,1
MESH:C567363,1
MESH:C567382,1
MESH:C567433,1
MESH:C567527,1
MESH:C567564,1
MESH:C567605,1
MESH:C567682,1
MESH:C567708,1
MESH:C567719,1
MESH:C567738,1
MESH:C567763,1
MESH:C567782,1
MESH:C567789,1
MESH:C567863,1
MESH:C567924,1
MESH:C573898,1
MESH:C580062,1
MESH:C580241,1
MESH:D000071075,1
MESH:D000075222,1
MESH:D000075363,1
MESH:D000077192,1
MESH:D000077274,1
MESH:D000077428,1
MESH:D000081003,1
MESH:D000130,1
MESH:D000168,1
MESH:D000437,1
MESH:D000544,1
MESH:D000741,1
MESH:D001172,1
MESH:D001254,1
MESH:D001260,1
MESH:D001478,1
MESH:D001506,1
MESH:D001606,1
MESH:D001749,1
MESH:D001943,1
MESH:D002282,1
MESH:D002289,1
MESH:D002311,1
MESH:D002345,1
MESH:D002349,1
MESH:D002538,1
MESH:D002544,1
MESH:D002583,1
MESH:D003057,1
MESH:D003093,1
MESH:D003103,1
MESH:D003110,1
MESH:D003123,1
MESH:D003394,1
MESH:D003398,1
MESH:D003414,1
MESH:D003424,1
MESH:D003550,1
MESH:D003554,1
MESH:D003865,1
MESH:D003922,1
MESH:D003924,1
MESH:D003966,1
MESH:D004402,1
MESH:D004416,1
MESH:D004806,1
MESH:D004916,1
MESH:D005166,1
MESH:D005198,1
MESH:D005736,1
MESH:D005776,1
MESH:D005878,1
MESH:D005879,1
MESH:D005909,1
MESH:D006011,1
MESH:D006223,1
MESH:D006502,1
MESH:D006528,1
MESH:D006623,1
MESH:D006952,1
MESH:D006958,1
MESH:D007669,1
MESH:D007849,1
MESH:D007946,1
MESH:D007966,1
MESH:D008113,1
MESH:D008175,1
MESH:D008180,1
MESH:D008228,1
MESH:D008375,1
MESH:D008382,1
MESH:D008527,1
MESH:D008881,1
MESH:D009101,1
MESH:D009190,1
MESH:D009396,1
MESH:D009634,1
MESH:D009765,1
MESH:D009771,1
MESH:D009837,1
MESH:D010013,1
MESH:D010024,1
MESH:D010051,1
MESH:D010236,1
MESH:D010580,1
MESH:D010673,1
MESH:D011030,1
MESH:D011087,1
MESH:D011125,1
MESH:D011371,1
MESH:D011471,1
MESH:D011546,1
MESH:D012035,1
MESH:D012175,1
MESH:D012415,1
MESH:D012516,1
MESH:D012559,1
MESH:D012618,1
MESH:D013274,1
MESH:D013494,1
MESH:D013734,1
MESH:D013851,1
MESH:D014256,1
MESH:D014402,1
MESH:D014582,1
MESH:D014849,1
MESH:D014929,1
MESH:D015179,1
MESH:D015211,1
MESH:D015470,1
MESH:D015477,1
MESH:D015794,1
MESH:D016116,1
MESH:D016574,1
MESH:D016715,1
MESH:D016864,1
MESH:D016889,1
MESH:D017359,1
MESH:D017436,1
MESH:D017492,1
MESH:D017624,1
MESH:D018192,1
MESH:D018197,1
MESH:D018223,1
MESH:D018232,1
MESH:D018239,1
MESH:D018240,1
MESH:D018296,1
MESH:D018315,1
MESH:D018332,1
MESH:D018813,1
MESH:D018814,1
MESH:D018902,1
MESH:D020152,1
MESH:D020158,1
MESH:D020246,1
MESH:D020288,1
MESH:D020371,1
MESH:D020521,1
MESH:D020734,1
MESH:D020774,1
MESH:D020786,1
MESH:D020961,1
MESH:D028921,1
MESH:D029593,1
MESH:D030321,1
MESH:D034701,1
MESH:D034721,1
MESH:D044542,1
MESH:D044903,1
MESH:D046110,1
MESH:D046152,1
MESH:D046768,1
MESH:D049932,1
MESH:D050031,1
MESH:D052159,1
MESH:D052496,1
MESH:D052497,1
MESH:D052919,1
MESH:D054000,1
MESH:D054198,1
MESH:D054221,1
MESH:D054429,1
MESH:D054438,1
MESH:D054556,1
MESH:D054882,1
MESH:D054990,1
MESH:D055534,1
MESH:D055653,1
MESH:D055752,1
MESH:D055847,1
MESH:D056685,1
MESH:D056730,1
MESH:D056731,1
MESH:D056735,1
MESH:D056784,1
MESH:D056846,1
MESH:D058249,1
MESH:D065707,1
MESH:C000596385,2
MESH:C535308,2
MESH:C535310,2
MESH:C535313,2
MESH:C535325,2
MESH:C535326,2
MESH:C535353,2
MESH:C535395,2
MESH:C535442,2
MESH:C535466,2
MESH:C535473,2
MESH:C535478,2
MESH:C535480,2
MESH:C535494,2
MESH:C535504,2
MESH:C535506,2
MESH:C535523,2
MESH:C535544,2
MESH:C535588,2
MESH:C535612,2
MESH:C535677,2
MESH:C535694,2
MESH:C535716,2
MESH:C535729,2
MESH:C535750,2
MESH:C535764,2
MESH:C535803,2
MESH:C535845,2
MESH:C535858,2
MESH:C535861,2
MESH:C535880,2
MESH:C535895,2
MESH:C535910,2
MESH:C535933,2
MESH:C535934,2
MESH:C535935,2
MESH:C535956,2
MESH:C536004,2
MESH:C536016,2
MESH:C536056,2
MESH:C536058,2
MESH:C536063,2
MESH:C536088,2
MESH:C536096,2
MESH:C536109,2
MESH:C536137,2
MESH:C536155,2
MESH:C536159,2
MESH:C536170,2
MESH:C536176,2
MESH:C536190,2
MESH:C536194,2
MESH:C536214,2
MESH:C536221,2
MESH:C536293,2
MESH:C536316,2
MESH:C536335,2
MESH:C536343,2
MESH:C536350,2
MESH:C536382,2
MESH:C536390,2
MESH:C536391,2
MESH:C536420,2
MESH:C536423,2
MESH:C536434,2
MESH:C536439,2
MESH:C536480,2
MESH:C536528,2
MESH:C536531,2
MESH:C536575,2
MESH:C536601,2
MESH:C536603,2
MESH:C536647,2
MESH:C536662,2
MESH:C536678,2
MESH:C536695,2
MESH:C536703,2
MESH:C536742,2
MESH:C536748,2
MESH:C536750,2
MESH:C536764,2
MESH:C536833,2
MESH:C536836,2
MESH:C536864,2
MESH:C536880,2
MESH:C536883,2
MESH:C536890,2
MESH:C536943,2
MESH:C536974,2
MESH:C536979,2
MESH:C536984,2
MESH:C537032,2
MESH:C537047,2
MESH:C537095,2
MESH:C537146,2
MESH:C537147,2
MESH:C537181,2
MESH:C537189,2
MESH:C537198,2
MESH:C537205,2
MESH:C537249,2
MESH:C537286,2
MESH:C537288,2
MESH:C537308,2
MESH:C537327,2
MESH:C537359,2
MESH:C537361,2
MESH:C537373,2
MESH:C537403,2
MESH:C537415,2
MESH:C537516,2
MESH:C537525,2
MESH:C537537,2
MESH:C537563,2
MESH:C537583,2
MESH:C537602,2
MESH:C537653,2
MESH:C537658,2
MESH:C537688,2
MESH:C537696,2
MESH:C537698,2
MESH:C537701,2
MESH:C537711,2
MESH:C537728,2
MESH:C537738,2
MESH:C537742,2
MESH:C537757,2
MESH:C537761,2
MESH:C537769,2
MESH:C537770,2
MESH:C537775,2
MESH:C537799,2
MESH:C537841,2
MESH:C537860,2
MESH:C537863,2
MESH:C537901,2
MESH:C537932,2
MESH:C537943,2
MESH:C537979,2
MESH:C538007,2
MESH:C538139,2
MESH:C538141,2
MESH:C538153,2
MESH:C538167,2
MESH:C538184,2
MESH:C538189,2
MESH:C538241,2
MESH:C538259,2
MESH:C538270,2
MESH:C538275,2
MESH:C538322,2
MESH:C538343,2
MESH:C538348,2
MESH:C538356,2
MESH:C538442,2
MESH:C538539,2
MESH:C538613,2
MESH:C538655,2
MESH:C548016,2
MESH:C548069,2
MESH:C548072,2
MESH:C557827,2
MESH:C562419,2
MESH:C562420,2
MESH:C562441,2
MESH:C562509,2
MESH:C562515,2
MESH:C562584,2
MESH:C562609,2
MESH:C562628,2
MESH:C562632,2
MESH:C562639,2
MESH:C562643,2
MESH:C562649,2
MESH:C562656,2
MESH:C562680,2
MESH:C562732,2
MESH:C562785,2
MESH:C562799,2
MESH:C562801,2
MESH:C562816,2
MESH:C562875,2
MESH:C562879,2
MESH:C562942,2
MESH:C563032,2
MESH:C563034,2
MESH:C563156,2
MESH:C563187,2
MESH:C563192,2
MESH:C563210,2
MESH:C563250,2
MESH:C563256,2
MESH:C563261,2
MESH:C563293,2
MESH:C563363,2
MESH:C563390,2
MESH:C563405,2
MESH:C563417,2
MESH:C563462,2
MESH:C563463,2
MESH:C563476,2
MESH:C563484,2
MESH:C563534,2
MESH:C563575,2
MESH:C563593,2
MESH:C563634,2
MESH:C563650,2
MESH:C563720,2
MESH:C563790,2
MESH:C563848,2
MESH:C563855,2
MESH:C563978,2
MESH:C563989,2
MESH:C563992,2
MESH:C564100,2
MESH:C564127,2
MESH:C564163,2
MESH:C564200,2
MESH:C564243,2
MESH:C564286,2
MESH:C564331,2
MESH:C564352,2
MESH:C564384,2
MESH:C564395,2
MESH:C564421,2
MESH:C564467,2
MESH:C564499,2
MESH:C564506,2
MESH:C564508,2
MESH:C564560,2
MESH:C564578,2
MESH:C564629,2
MESH:C564648,2
MESH:C564675,2
MESH:C564712,2
MESH:C564743,2
MESH:C564794,2
MESH:C564818,2
MESH:C564835,2
MESH:C564871,2
MESH:C564881,2
MESH:C564893,2
MESH:C564969,2
MESH:C564992,2
MESH:C565016,2
MESH:C565095,2
MESH:C565152,2
MESH:C565155,2
MESH:C565165,2
MESH:C565167,2
MESH:C565192,2
MESH:C565193,2
MESH:C565200,2
MESH:C565382,2
MESH:C565384,2
MESH:C565394,2
MESH:C565439,2
MESH:C565531,2
MESH:C565547,2
MESH:C565551,2
MESH:C565577,2
MESH:C565607,2
MESH:C565633,2
MESH:C565652,2
MESH:C565657,2
MESH:C565698,2
MESH:C565706,2
MESH:C565717,2
MESH:C565780,2
MESH:C565826,2
MESH:C565862,2
MESH:C565891,2
MESH:C565904,2
MESH:C565942,2
MESH:C565974,2
MESH:C566025,2
MESH:C566029,2
MESH:C566090,2
MESH:C566108,2
MESH:C566158,2
MESH:C566162,2
MESH:C566168,2
MESH:C566194,2
MESH:C566196,2
MESH:C566275,2
MESH:C566288,2
MESH:C566345,2
MESH:C566353,2
MESH:C566415,2
MESH:C566435,2
MESH:C566440,2
MESH:C566454,2
MESH:C566529,2
MESH:C566545,2
MESH:C566550,2
MESH:C566592,2
MESH:C566599,2
MESH:C566646,2
MESH:C566703,2
MESH:C566737,2
MESH:C566801,2
MESH:C566870,2
MESH:C566897,2
MESH:C566987,2
MESH:C567009,2
MESH:C567020,2
MESH:C567027,2
MESH:C567042,2
MESH:C567046,2
MESH:C567067,2
MESH:C567097,2
MESH:C567125,2
MESH:C567159,2
MESH:C567210,2
MESH:C567274,2
MESH:C567275,2
MESH:C567300,2
MESH:C567313,2
MESH:C567390,2
MESH:C567426,2
MESH:C567429,2
MESH:C567461,2
MESH:C567475,2
MESH:C567520,2
MESH:C567552,2
MESH:C567570,2
MESH:C567640,2
MESH:C567652,2
MESH:C567710,2
MESH:C567730,2
MESH:C567770,2
MESH:C567771,2
MESH:C567843,2
MESH:C567847,2
MESH:C567914,2
MESH:C567932,2
MESH:C572568,2
MESH:C580003,2
MESH:C580458,2
MESH:C580533,2
MESH:D000474,2
MESH:D002385,2
MESH:D002806,2
MESH:D002836,2
MESH:D003555,2
MESH:D004314,2
MESH:D004370,2
MESH:D004613,2
MESH:D004819,2
MESH:D005168,2
MESH:D005173,2
MESH:D005489,2
MESH:D006030,2
MESH:D006053,2
MESH:D006871,2
MESH:D007006,2
MESH:D007706,2
MESH:D007767,2
MESH:D008059,2
MESH:D008268,2
MESH:D008305,2
MESH:D008363,2
MESH:D009800,2
MESH:D010381,2
MESH:D010505,2
MESH:D011535,2
MESH:D011697,2
MESH:D012178,2
MESH:D012779,2
MESH:D013341,2
MESH:D013683,2
MESH:D015319,2
MESH:D016108,2
MESH:D016109,2
MESH:D016463,2
MESH:D016471,2
MESH:D016884,2
MESH:D017074,2
MESH:D017092,2
MESH:D017118,2
MESH:D017488,2
MESH:D017499,2
MESH:D018234,2
MESH:D018761,2
MESH:D019082,2
MESH:D020163,2
MESH:D020165,2
MESH:D020176,2
MESH:D020391,2
MESH:D020512,2
MESH:D020642,2
MESH:D020754,2
MESH:D020790,2
MESH:D020914,2
MESH:D020968,2
MESH:D028243,2
MESH:D028922,2
MESH:D029424,2
MESH:D038261,2
MESH:D038901,2
MESH:D038921,2
MESH:D046349,2
MESH:D050090,2
MESH:D050336,2
MESH:D052245,2
MESH:D052517,2
MESH:D052556,2
MESH:D053546,2
MESH:D053560,2
MESH:D054880,2
MESH:D055577,2
MESH:D055652,2
MESH:D056587,2
MESH:D056768,2
MESH:D056807,2
MESH:D056929,2
MESH:D058088,2
MESH:D058497,2
MESH:D065627,2
MESH:C000591739,3
MESH:C000603735,3
MESH:C535282,3
MESH:C535306,3
MESH:C535377,3
MESH:C535378,3
MESH:C535387,3
MESH:C535397,3
MESH:C535413,3
MESH:C535420,3
MESH:C535460,3
MESH:C535483,3
MESH:C535501,3
MESH:C535505,3
MESH:C535507,3
MESH:C535521,3
MESH:C535531,3
MESH:C535540,3
MESH:C535550,3
MESH:C535559,3
MESH:C535598,3
MESH:C535600,3
MESH:C535602,3
MESH:C535627,3
MESH:C535642,3
MESH:C535683,3
MESH:C535687,3
MESH:C535715,3
MESH:C535737,3
MESH:C535753,3
MESH:C535756,3
MESH:C535781,3
MESH:C535789,3
MESH:C535792,3
MESH:C535808,3
MESH:C535811,3
MESH:C535813,3
MESH:C535819,3
MESH:C535830,3
MESH:C535860,3
MESH:C535887,3
MESH:C535900,3
MESH:C535902,3
MESH:C535919,3
MESH:C535955,3
MESH:C535962,3
MESH:C535982,3
MESH:C536008,3
MESH:C536015,3
MESH:C536025,3
MESH:C536039,3
MESH:C536053,3
MESH:C536059,3
MESH:C536081,3
MESH:C536122,3
MESH:C536123,3
MESH:C536149,3
MESH:C536161,3
MESH:C536162,3
MESH:C536183,3
MESH:C536193,3
MESH:C536227,3
MESH:C536258,3
MESH:C536273,3
MESH:C536317,3
MESH:C536321,3
MESH:C536411,3
MESH:C536415,3
MESH:C536426,3
MESH:C536476,3
MESH:C536512,3
MESH:C536519,3
MESH:C536561,3
MESH:C536607,3
MESH:C536612,3
MESH:C536629,3
MESH:C536631,3
MESH:C536648,3
MESH:C536652,3
MESH:C536677,3
MESH:C536697,3
MESH:C536708,3
MESH:C536725,3
MESH:C536761,3
MESH:C536766,3
MESH:C536816,3
MESH:C536817,3
MESH:C536827,3
MESH:C536832,3
MESH:C536841,3
MESH:C536858,3
MESH:C536865,3
MESH:C536913,3
MESH:C536973,3
MESH:C537020,3
MESH:C537021,3
MESH:C537027,3
MESH:C537060,3
MESH:C537104,3
MESH:C537136,3
MESH:C537139,3
MESH:C537149,3
MESH:C537153,3
MESH:C537157,3
MESH:C537179,3
MESH:C537185,3
MESH:C537200,3
MESH:C537203,3
MESH:C537221,3
MESH:C537236,3
MESH:C537241,3
MESH:C537243,3
MESH:C537255,3
MESH:C537269,3
MESH:C537279,3
MESH:C537291,3
MESH:C537301,3
MESH:C537303,3
MESH:C537352,3
MESH:C537360,3
MESH:C537363,3
MESH:C537384,3
MESH:C537409,3
MESH:C537418,3
MESH:C537429,3
MESH:C537436,3
MESH:C537457,3
MESH:C537483,3
MESH:C537493,3
MESH:C537500,3
MESH:C537526,3
MESH:C537533,3
MESH:C537560,3
MESH:C537565,3
MESH:C537580,3
MESH:C537589,3
MESH:C537592,3
MESH:C537607,3
MESH:C537617,3
MESH:C537633,3
MESH:C537669,3
MESH:C537680,3
MESH:C537690,3
MESH:C537699,3
MESH:C537746,3
MESH:C537768,3
MESH:C537786,3
MESH:C537805,3
MESH:C537806,3
MESH:C537839,3
MESH:C537880,3
MESH:C537912,3
MESH:C537919,3
MESH:C537934,3
MESH:C537993,3
MESH:C538005,3
MESH:C538013,3
MESH:C538104,3
MESH:C538235,3
MESH:C538237,3
MESH:C538258,3
MESH:C538278,3
MESH:C538320,3
MESH:C538324,3
MESH:C538351,3
MESH:C538365,3
MESH:C538371,3
MESH:C538385,3
MESH:C538400,3
MESH:C538424,3
MESH:C538556,3
MESH:C538564,3
MESH:C538682,3
MESH:C548081,3
MESH:C557674,3
MESH:C562385,3
MESH:C562405,3
MESH:C562478,3
MESH:C562576,3
MESH:C562587,3
MESH:C562593,3
MESH:C562594,3
MESH:C562601,3
MESH:C562657,3
MESH:C562664,3
MESH:C562687,3
MESH:C562688,3
MESH:C562694,3
MESH:C562745,3
MESH:C562792,3
MESH:C562793,3
MESH:C562812,3
MESH:C562818,3
MESH:C562903,3
MESH:C563023,3
MESH:C563168,3
MESH:C563195,3
MESH:C563206,3
MESH:C563207,3
MESH:C563322,3
MESH:C563384,3
MESH:C563396,3
MESH:C563398,3
MESH:C563399,3
MESH:C563418,3
MESH:C563443,3
MESH:C563557,3
MESH:C563602,3
MESH:C563641,3
MESH:C563673,3
MESH:C563739,3
MESH:C563740,3
MESH:C563775,3
MESH:C563797,3
MESH:C563818,3
MESH:C563835,3
MESH:C563876,3
MESH:C563895,3
MESH:C563897,3
MESH:C563907,3
MESH:C563908,3
MESH:C563930,3
MESH:C563948,3
MESH:C563984,3
MESH:C563985,3
MESH:C564030,3
MESH:C564075,3
MESH:C564109,3
MESH:C564133,3
MESH:C564185,3
MESH:C564215,3
MESH:C564245,3
MESH:C564265,3
MESH:C564292,3
MESH:C564305,3
MESH:C564313,3
MESH:C564321,3
MESH:C564332,3
MESH:C564439,3
MESH:C564494,3
MESH:C564507,3
MESH:C564516,3
MESH:C564520,3
MESH:C564567,3
MESH:C564599,3
MESH:C564624,3
MESH:C564714,3
MESH:C564738,3
MESH:C564816,3
MESH:C564858,3
MESH:C564953,3
MESH:C565010,3
MESH:C565169,3
MESH:C565170,3
MESH:C565210,3
MESH:C565225,3
MESH:C565312,3
MESH:C565329,3
MESH:C565373,3
MESH:C565375,3
MESH:C565386,3
MESH:C565390,3
MESH:C565557,3
MESH:C565564,3
MESH:C565593,3
MESH:C565624,3
MESH:C565627,3
MESH:C565677,3
MESH:C565701,3
MESH:C565732,3
MESH:C565784,3
MESH:C565785,3
MESH:C565790,3
MESH:C565820,3
MESH:C565822,3
MESH:C565969,3
MESH:C566236,3
MESH:C566321,3
MESH:C566366,3
MESH:C566443,3
MESH:C566460,3
MESH:C566470,3
MESH:C566473,3
MESH:C566504,3
MESH:C566527,3
MESH:C566555,3
MESH:C566579,3
MESH:C566582,3
MESH:C566593,3
MESH:C566600,3
MESH:C566608,3
MESH:C566640,3
MESH:C566739,3
MESH:C566857,3
MESH:C566873,3
MESH:C566874,3
MESH:C566889,3
MESH:C566895,3
MESH:C566928,3
MESH:C566968,3
MESH:C566969,3
MESH:C566970,3
MESH:C567034,3
MESH:C567059,3
MESH:C567062,3
MESH:C567076,3
MESH:C567088,3
MESH:C567171,3
MESH:C567307,3
MESH:C567314,3
MESH:C567340,3
MESH:C567401,3
MESH:C567425,3
MESH:C567453,3
MESH:C567464,3
MESH:C567476,3
MESH:C567494,3
MESH:C567516,3
MESH:C567543,3
MESH:C567632,3
MESH:C567645,3
MESH:C567703,3
MESH:C567751,3
MESH:C567855,3
MESH:C567859,3
MESH:C579880,3
MESH:C580102,3
MESH:C580150,3
MESH:D000067877,3
MESH:D000071700,3
MESH:D000072660,3
MESH:D000077195,3
MESH:D000077273,3
MESH:D000757,3
MESH:D000795,3
MESH:D001171,3
MESH:D001289,3
MESH:D001321,3
MESH:D001816,3
MESH:D002051,3
MESH:D002636,3
MESH:D002819,3
MESH:D002973,3
MESH:D003117,3
MESH:D003635,3
MESH:D005413,3
MESH:D005645,3
MESH:D006010,3
MESH:D006013,3
MESH:D006712,3
MESH:D006849,3
MESH:D006954,3
MESH:D006969,3
MESH:D007037,3
MESH:D007418,3
MESH:D007863,3
MESH:D008209,3
MESH:D008945,3
MESH:D009085,3
MESH:D009087,3
MESH:D009221,3
MESH:D009223,3
MESH:D009394,3
MESH:D009472,3
MESH:D009755,3
MESH:D009958,3
MESH:D010661,3
MESH:D011218,3
MESH:D011226,3
MESH:D012257,3
MESH:D013132,3
MESH:D013398,3
MESH:D013631,3
MESH:D014897,3
MESH:D014898,3
MESH:D014927,3
MESH:D016112,3
MESH:D016135,3
MESH:D016506,3
MESH:D016511,3
MESH:D016537,3
MESH:D017119,3
MESH:D017121,3
MESH:D017204,3
MESH:D017825,3
MESH:D017827,3
MESH:D018630,3
MESH:D018887,3
MESH:D019280,3
MESH:D019896,3
MESH:D020162,3
MESH:D020190,3
MESH:D020191,3
MESH:D025962,3
MESH:D029241,3
MESH:D029461,3
MESH:D030401,3
MESH:D043204,3
MESH:D044905,3
MESH:D047748,3
MESH:D049912,3
MESH:D050030,3
MESH:D052120,3
MESH:D052456,3
MESH:D052536,3
MESH:D052537,3
MESH:D053549,3
MESH:D053559,3
MESH:D053840,3
MESH:D054078,3
MESH:D054877,3
MESH:D054971,3
MESH:D055673,3
MESH:D056889,3
MESH:D058495,3
MESH:D058606,3
MESH:D062685,3
MESH:D065631,3
MESH:D065708,3
MESH:C000600608,4
MESH:C531617,4
MESH:C531816,4
MESH:C535288,4
MESH:C535314,4
MESH:C535331,4
MESH:C535334,4
MESH:C535342,4
MESH:C535351,4
MESH:C535380,4
MESH:C535382,4
MESH:C535393,4
MESH:C535418,4
MESH:C535419,4
MESH:C535421,4
MESH:C535436,4
MESH:C535459,4
MESH:C535463,4
MESH:C535502,4
MESH:C535522,4
MESH:C535557,4
MESH:C535572,4
MESH:C535601,4
MESH:C535658,4
MESH:C535661,4
MESH:C535702,4
MESH:C535738,4
MESH:C535739,4
MESH:C535740,4
MESH:C535755,4
MESH:C535773,4
MESH:C535785,4
MESH:C535795,4
MESH:C535800,4
MESH:C535805,4
MESH:C535827,4
MESH:C535896,4
MESH:C535897,4
MESH:C535899,4
MESH:C535943,4
MESH:C535979,4
MESH:C536026,4
MESH:C536028,4
MESH:C536029,4
MESH:C536047,4
MESH:C536049,4
MESH:C536051,4
MESH:C536068,4
MESH:C536075,4
MESH:C536078,4
MESH:C536089,4
MESH:C536090,4
MESH:C536128,4
MESH:C536129,4
MESH:C536150,4
MESH:C536164,4
MESH:C536195,4
MESH:C536211,4
MESH:C536252,4
MESH:C536253,4
MESH:C536309,4
MESH:C536334,4
MESH:C536352,4
MESH:C536353,4
MESH:C536370,4
MESH:C536398,4
MESH:C536399,4
MESH:C536414,4
MESH:C536416,4
MESH:C536436,4
MESH:C536450,4
MESH:C536467,4
MESH:C536479,4
MESH:C536510,4
MESH:C536530,4
MESH:C536560,4
MESH:C536582,4
MESH:C536611,4
MESH:C536632,4
MESH:C536642,4
MESH:C536657,4
MESH:C536665,4
MESH:C536681,4
MESH:C536687,4
MESH:C536709,4
MESH:C536717,4
MESH:C536726,4
MESH:C536729,4
MESH:C536736,4
MESH:C536739,4
MESH:C536778,4
MESH:C536787,4
MESH:C536788,4
MESH:C536820,4
MESH:C536835,4
MESH:C536875,4
MESH:C536939,4
MESH:C536958,4
MESH:C537013,4
MESH:C537055,4
MESH:C537062,4
MESH:C537081,4
MESH:C537088,4
MESH:C537089,4
MESH:C537093,4
MESH:C537115,4
MESH:C537152,4
MESH:C537168,4
MESH:C537180,4
MESH:C537194,4
MESH:C537195,4
MESH:C537196,4
MESH:C537201,4
MESH:C537206,4
MESH:C537209,4
MESH:C537213,4
MESH:C537228,4
MESH:C537247,4
MESH:C537251,4
MESH:C537252,4
MESH:C537277,4
MESH:C537300,4
MESH:C537307,4
MESH:C537328,4
MESH:C537333,4
MESH:C537345,4
MESH:C537362,4
MESH:C537366,4
MESH:C537380,4
MESH:C537406,4
MESH:C537407,4
MESH:C537411,4
MESH:C537417,4
MESH:C537437,4
MESH:C537466,4
MESH:C537470,4
MESH:C537480,4
MESH:C537503,4
MESH:C537521,4
